agency_id,account_sender_name,country_sender,account_receiver_name,country_receiver,amount,payment_type,datetime_timestamp
9420,Renault,FR,Tesla,ITA,5956734,transfer,5837000
9467,Activision Blizard,FR,CapGemini,SP,306295,transfer,5838000
8791,Monoprix,JAP,CapGemini,SP,2655552,transfer,5839000
9387,Activision Blizard,GER,Carrefour,ITA,9965092,cheque,5840000
6798,Nissan,GER,General Motos,CHI,6230595,card,5841000
4834,Monoprix,SPA,ConocoPhillips,SP,3892654,cheque,5842000
6337,Nissan,ITA,Activision Blizard,SP,7283443,card,5843000
5233,Carrefour,ITA,Carrefour,SWI,4451564,cheque,5844000
7075,ConocoPhillips,SPA,Nissan,JAP,9221335,card,5845000
9832,Chevron,CHI,McKesson,ITA,3942410,transfer,5846000
2761,Monoprix,GER,Tesla,SP,2154049,transfer,5847000
929,Nissan,GER,Nissan,CHI,9922354,transfer,5848000
884,Valeo,US,Chevron,ITA,6542491,card,5849000
4605,McKesson,CHI,Valeo,SWI,3036187,cheque,5850000
3335,Chevron,SP,Valeo,SWI,7989337,card,5851000
3765,Chevron,ITA,Renault,SPA,9097092,transfer,5852000
5151,Tesla,ITA,Chevron,SWI,5017256,cheque,5853000
4971,ConocoPhillips,SPA,Valeo,SPA,8362168,cheque,5854000
4096,Nissan,SWI,CapGemini,JAP,4508090,transfer,5855000
5515,Exxon Mobil,SWI,Carrefour,SPA,3109567,transfer,5856000
2922,General Motos,FR,Activision Blizard,FR,1884950,transfer,5857000
4018,Monoprix,UK,Activision Blizard,SP,1669926,cheque,5858000
2301,Chevron,JAP,Activision Blizard,JAP,7453949,transfer,5859000
8463,Monoprix,FR,General Motos,SP,5894568,card,5860000
217,Carrefour,FR,CapGemini,CHI,1918376,cheque,5861000
2809,Carrefour,SPA,Renault,JAP,7594974,card,5862000
4117,Nissan,JAP,General Motos,JAP,6653799,cheque,5863000
8634,Monoprix,UK,CapGemini,JAP,3803508,card,5864000
9574,Chevron,SPA,Carrefour,UK,9845854,cheque,5865000
2111,Monoprix,FR,General Motos,SWI,5843122,cheque,5866000
9840,CapGemini,US,Nissan,FR,5638988,card,5867000
2818,McKesson,SWI,General Motos,JAP,3587341,transfer,5868000
6234,Nissan,CHI,McKesson,UK,6454850,transfer,5869000
1784,Tesla,UK,Nissan,GER,5231333,transfer,5870000
1901,ConocoPhillips,SP,McKesson,GER,2008481,card,5871000
4788,General Motos,SPA,Valeo,SP,8538696,card,5872000
122,Renault,UK,Chevron,ITA,8365966,transfer,5873000
8484,ConocoPhillips,SWI,General Motos,SPA,8870984,cheque,5874000
204,Carrefour,JAP,Activision Blizard,SP,5307502,card,5875000
4794,General Motos,SP,ConocoPhillips,SPA,9911793,card,5876000
5089,Tesla,JAP,Exxon Mobil,JAP,7257332,transfer,5877000
7574,Activision Blizard,SPA,Exxon Mobil,FR,7130777,transfer,5878000
3102,Renault,GER,Chevron,CHI,638720,card,5879000
228,CapGemini,SP,McKesson,UK,3178528,transfer,5880000
9658,ConocoPhillips,US,Nissan,ITA,5204329,card,5881000
9604,ConocoPhillips,US,Chevron,US,5918035,cheque,5882000
8694,Carrefour,US,CapGemini,ITA,3170776,transfer,5883000
2878,ConocoPhillips,SP,ConocoPhillips,SP,5549556,card,5884000
8829,Activision Blizard,SP,McKesson,UK,5605335,cheque,5885000
7789,General Motos,JAP,Nissan,SPA,1032763,cheque,5886000
6388,Renault,GER,Valeo,JAP,4560333,card,5887000
5411,Exxon Mobil,ITA,Carrefour,SP,46714,transfer,5888000
1688,Tesla,SPA,Nissan,UK,2349970,card,5889000
4885,General Motos,UK,Renault,CHI,7985677,transfer,5890000
2580,Nissan,ITA,General Motos,FR,3438597,cheque,5891000
2504,Monoprix,FR,CapGemini,FR,5032196,cheque,5892000
1781,Renault,CHI,McKesson,FR,1161340,card,5893000
3840,Renault,GER,Tesla,SPA,948524,cheque,5894000
3243,Tesla,JAP,General Motos,SPA,2130293,cheque,5895000
3787,Renault,ITA,Carrefour,FR,3852634,card,5896000
512,Tesla,FR,Chevron,UK,6763609,transfer,5897000
7719,Tesla,SP,Nissan,JAP,5302672,card,5898000
3632,General Motos,CHI,Nissan,JAP,2090557,cheque,5899000
2837,Renault,GER,Monoprix,CHI,2574709,transfer,5900000
699,Renault,JAP,Chevron,FR,4466418,card,5901000
1520,ConocoPhillips,ITA,CapGemini,SP,5830313,card,5902000
8318,Nissan,FR,Monoprix,US,5961933,card,5903000
1085,Valeo,GER,General Motos,SWI,8037404,transfer,5904000
5448,Carrefour,SPA,Chevron,SPA,9355547,cheque,5905000
9271,Monoprix,US,Chevron,SPA,5369585,transfer,5906000
5750,Renault,US,Chevron,ITA,9829796,transfer,5907000
8635,ConocoPhillips,US,General Motos,SP,4475717,cheque,5908000
7029,Nissan,JAP,ConocoPhillips,SPA,9719829,transfer,5909000
2566,Tesla,SWI,Carrefour,UK,1413325,cheque,5910000
2204,McKesson,SP,Monoprix,SP,5560612,card,5911000
3363,Chevron,US,CapGemini,JAP,8243389,card,5912000
4904,ConocoPhillips,CHI,Exxon Mobil,JAP,235523,card,5913000
5055,CapGemini,JAP,Activision Blizard,CHI,5067794,transfer,5914000
1770,Activision Blizard,GER,Monoprix,FR,8164249,cheque,5915000
6951,CapGemini,US,Chevron,GER,4500020,transfer,5916000
9765,Activision Blizard,CHI,ConocoPhillips,US,5315967,transfer,5917000
5206,General Motos,ITA,Valeo,GER,9387385,transfer,5918000
8635,Tesla,CHI,Valeo,JAP,4155212,cheque,5919000
882,Nissan,SWI,Exxon Mobil,UK,453098,cheque,5920000
3038,Monoprix,SP,CapGemini,CHI,2537789,cheque,5921000
8850,CapGemini,ITA,ConocoPhillips,SWI,9458536,cheque,5922000
3865,Valeo,CHI,McKesson,US,444038,transfer,5923000
6107,Tesla,SWI,Monoprix,SP,1712265,card,5924000
9903,McKesson,SPA,ConocoPhillips,SP,1916680,card,5925000
5255,Monoprix,CHI,CapGemini,SPA,7049062,card,5926000
6684,Chevron,CHI,CapGemini,CHI,7850563,cheque,5927000
3070,CapGemini,JAP,Renault,JAP,1717478,transfer,5928000
4141,ConocoPhillips,US,ConocoPhillips,UK,8317411,card,5929000
8110,Monoprix,SPA,Chevron,JAP,780500,transfer,5930000
5027,Renault,US,Chevron,JAP,36429,card,5931000
3551,Chevron,UK,Exxon Mobil,FR,4385261,cheque,5932000
1298,Renault,US,Renault,SP,2583401,cheque,5933000
1714,Tesla,ITA,Carrefour,SP,1152740,transfer,5934000
2303,McKesson,US,Exxon Mobil,FR,126238,card,5935000
8405,Renault,SPA,Nissan,ITA,8980215,card,5936000
892,Nissan,ITA,Carrefour,GER,2645745,cheque,5937000
8693,Chevron,JAP,CapGemini,SPA,217924,cheque,5938000
9360,McKesson,GER,Valeo,US,2831035,cheque,5939000
414,ConocoPhillips,SP,CapGemini,SPA,6115763,transfer,5940000
3765,Carrefour,GER,Chevron,US,5999217,card,5941000
1365,Tesla,FR,Carrefour,US,6859254,cheque,5942000
7884,CapGemini,UK,Monoprix,SPA,4256114,card,5943000
9824,Valeo,FR,ConocoPhillips,SWI,6340722,transfer,5944000
528,Exxon Mobil,US,ConocoPhillips,GER,7980574,transfer,5945000
9861,Tesla,ITA,Tesla,US,1881890,cheque,5946000
849,Carrefour,SP,McKesson,ITA,1477426,transfer,5947000
8083,McKesson,GER,Tesla,FR,3228243,card,5948000
5397,Chevron,US,McKesson,SPA,1785225,card,5949000
8260,Valeo,CHI,Valeo,FR,3360263,card,5950000
2751,Monoprix,FR,Chevron,FR,8254310,transfer,5951000
6883,CapGemini,US,Activision Blizard,FR,6626398,card,5952000
3771,ConocoPhillips,SP,Tesla,FR,7541988,cheque,5953000
5665,CapGemini,UK,Renault,SWI,6605978,cheque,5954000
5632,Monoprix,US,Valeo,US,7728630,cheque,5955000
7285,General Motos,SPA,Carrefour,CHI,8996710,transfer,5956000
7605,Tesla,SPA,Nissan,JAP,2453105,card,5957000
7673,Nissan,CHI,Valeo,CHI,4326524,transfer,5958000
1564,Activision Blizard,UK,Renault,UK,842300,transfer,5959000
18,Activision Blizard,SP,Renault,JAP,3385153,transfer,5960000
4809,Exxon Mobil,US,Monoprix,GER,5543516,transfer,5961000
9588,Tesla,SWI,Carrefour,FR,7371701,cheque,5962000
7650,Valeo,SWI,ConocoPhillips,FR,7837802,transfer,5963000
6669,CapGemini,JAP,Tesla,FR,9134432,cheque,5964000
6253,McKesson,SP,Renault,UK,8787682,card,5965000
4960,Renault,CHI,ConocoPhillips,JAP,7752460,card,5966000
6784,Renault,ITA,Renault,CHI,9913632,card,5967000
7629,Monoprix,JAP,Exxon Mobil,JAP,9894276,transfer,5968000
5196,ConocoPhillips,JAP,General Motos,CHI,6326982,cheque,5969000
9810,CapGemini,FR,ConocoPhillips,SWI,2940916,transfer,5970000
8967,Exxon Mobil,UK,McKesson,JAP,3968868,transfer,5971000
5771,General Motos,SWI,Carrefour,ITA,4016958,transfer,5972000
8304,Tesla,UK,Monoprix,SP,1445066,cheque,5973000
2824,Chevron,SWI,Renault,UK,9218940,card,5974000
3186,Monoprix,SWI,Carrefour,FR,5060889,cheque,5975000
556,Chevron,UK,Renault,SWI,309467,card,5976000
4818,Nissan,FR,Carrefour,CHI,1681932,card,5977000
6540,Renault,UK,Tesla,ITA,4584089,card,5978000
9919,Activision Blizard,ITA,Exxon Mobil,JAP,448272,card,5979000
5240,Nissan,JAP,Carrefour,FR,4585552,transfer,5980000
6250,ConocoPhillips,SPA,Carrefour,CHI,5424441,transfer,5981000
5991,Renault,SP,Nissan,CHI,321529,transfer,5982000
208,Nissan,SWI,ConocoPhillips,SWI,7203737,transfer,5983000
4787,Activision Blizard,SP,Tesla,SWI,806109,card,5984000
6439,ConocoPhillips,ITA,Activision Blizard,ITA,8241586,card,5985000
3404,Nissan,JAP,Exxon Mobil,JAP,9075476,transfer,5986000
6036,Nissan,ITA,Chevron,SP,6676515,transfer,5987000
7670,Valeo,JAP,Valeo,JAP,5637598,transfer,5988000
2343,Exxon Mobil,UK,Exxon Mobil,UK,7802008,cheque,5989000
9884,Monoprix,FR,Chevron,SP,2765395,cheque,5990000
9510,CapGemini,US,Nissan,FR,5788258,card,5991000
926,Valeo,CHI,Tesla,CHI,3967886,card,5992000
7267,CapGemini,JAP,Monoprix,ITA,5282790,card,5993000
8039,McKesson,JAP,Activision Blizard,JAP,5578183,cheque,5994000
9840,Exxon Mobil,CHI,CapGemini,US,1182555,transfer,5995000
3345,McKesson,CHI,McKesson,ITA,1873137,transfer,5996000
3244,Renault,GER,Activision Blizard,CHI,9080786,card,5997000
7374,CapGemini,CHI,Activision Blizard,US,3141816,transfer,5998000
6459,Chevron,SWI,Monoprix,SWI,826957,card,5999000
3162,Carrefour,US,General Motos,US,9493189,cheque,6000000
5759,Renault,FR,Renault,ITA,3163150,card,6001000
1438,Carrefour,UK,General Motos,US,1952058,cheque,6002000
2412,Valeo,FR,Carrefour,JAP,6523287,transfer,6003000
2911,Valeo,SPA,Activision Blizard,SPA,6040286,card,6004000
9953,ConocoPhillips,UK,Valeo,JAP,7617566,card,6005000
7515,General Motos,SWI,Activision Blizard,SWI,2652481,transfer,6006000
9030,CapGemini,SPA,General Motos,CHI,7181937,cheque,6007000
1366,Monoprix,SP,Carrefour,JAP,2857308,cheque,6008000
8824,Exxon Mobil,JAP,CapGemini,JAP,4628351,cheque,6009000
3456,Valeo,SWI,ConocoPhillips,US,1510341,transfer,6010000
7041,Carrefour,CHI,Exxon Mobil,FR,286116,card,6011000
7631,CapGemini,SP,Chevron,US,7204688,card,6012000
9409,Nissan,CHI,Exxon Mobil,FR,6147144,transfer,6013000
6711,Chevron,FR,Renault,SPA,6814906,card,6014000
6231,Nissan,FR,Valeo,US,7804435,cheque,6015000
7852,Activision Blizard,SPA,Exxon Mobil,GER,8108541,cheque,6016000
552,McKesson,FR,CapGemini,US,4423503,transfer,6017000
7910,Monoprix,SWI,Nissan,UK,9766974,transfer,6018000
4827,Chevron,US,Monoprix,SP,2415136,card,6019000
2555,Chevron,SPA,Carrefour,CHI,690611,cheque,6020000
1409,Nissan,CHI,Carrefour,SWI,1045709,transfer,6021000
316,Nissan,FR,Valeo,US,4812644,card,6022000
2163,General Motos,CHI,Tesla,JAP,9958007,transfer,6023000
5504,Renault,GER,Exxon Mobil,SP,5452498,card,6024000
6397,Carrefour,FR,Monoprix,ITA,8633019,card,6025000
5514,Chevron,SWI,Chevron,ITA,5657219,cheque,6026000
3412,CapGemini,UK,Chevron,SP,4488896,transfer,6027000
1064,Chevron,US,Chevron,FR,624547,card,6028000
2959,CapGemini,SWI,Renault,FR,5697336,cheque,6029000
8926,Nissan,JAP,McKesson,FR,2989050,cheque,6030000
5706,Renault,SP,Tesla,SP,286157,transfer,6031000
6448,Valeo,UK,Exxon Mobil,JAP,843679,transfer,6032000
1670,ConocoPhillips,JAP,Renault,JAP,857942,transfer,6033000
543,Exxon Mobil,US,McKesson,GER,478483,cheque,6034000
9479,General Motos,SWI,CapGemini,SP,9333469,transfer,6035000
3525,CapGemini,SPA,Valeo,CHI,3209691,transfer,6036000
8775,Chevron,SP,Monoprix,ITA,1623795,cheque,6037000
5146,ConocoPhillips,SWI,Chevron,GER,3055961,cheque,6038000
3429,Tesla,SP,Valeo,GER,8287241,card,6039000
1005,Chevron,CHI,McKesson,SPA,4230855,cheque,6040000
2116,General Motos,JAP,McKesson,SWI,7922085,card,6041000
6952,ConocoPhillips,SP,Carrefour,SPA,2203855,transfer,6042000
9579,ConocoPhillips,SP,Tesla,SP,4841435,cheque,6043000
7358,McKesson,SWI,Tesla,SP,4549019,transfer,6044000
6458,Tesla,US,CapGemini,UK,3819805,cheque,6045000
4700,Carrefour,ITA,ConocoPhillips,UK,5558305,cheque,6046000
7823,Carrefour,FR,Tesla,SPA,5381242,card,6047000
5933,Tesla,SP,Activision Blizard,SP,454232,transfer,6048000
3259,Tesla,SWI,Chevron,UK,3466461,card,6049000
9027,Nissan,US,Exxon Mobil,JAP,5207133,card,6050000
3300,Monoprix,SPA,ConocoPhillips,GER,8703349,cheque,6051000
9099,Activision Blizard,GER,Activision Blizard,CHI,3194941,cheque,6052000
8293,CapGemini,SWI,CapGemini,SP,572003,transfer,6053000
7477,Nissan,UK,Monoprix,FR,450702,cheque,6054000
4452,Tesla,SP,Renault,JAP,6509072,transfer,6055000
7405,Exxon Mobil,US,General Motos,US,6764421,cheque,6056000
7646,Renault,SPA,Renault,CHI,9799858,card,6057000
5364,Monoprix,SWI,ConocoPhillips,SP,3609451,transfer,6058000
8560,Renault,SPA,Activision Blizard,SPA,2806068,transfer,6059000
5534,Chevron,US,McKesson,SWI,7236491,card,6060000
7987,Nissan,FR,Renault,CHI,3171327,transfer,6061000
6023,General Motos,SP,General Motos,CHI,8356652,card,6062000
1903,Carrefour,JAP,McKesson,US,5251326,transfer,6063000
9151,Valeo,GER,Valeo,SWI,6528528,transfer,6064000
9404,Nissan,CHI,Renault,ITA,4209815,transfer,6065000
6586,Monoprix,US,Chevron,ITA,6733263,transfer,6066000
5801,Activision Blizard,ITA,Exxon Mobil,US,9718434,cheque,6067000
9205,Monoprix,SP,Activision Blizard,FR,2366588,transfer,6068000
6736,Chevron,GER,Carrefour,UK,1061723,card,6069000
8735,ConocoPhillips,SPA,ConocoPhillips,SP,1081954,cheque,6070000
1382,Chevron,JAP,Nissan,UK,8594533,card,6071000
2161,McKesson,ITA,CapGemini,UK,5310860,transfer,6072000
3777,Renault,CHI,ConocoPhillips,GER,3300793,card,6073000
7506,Renault,UK,Activision Blizard,FR,5968689,card,6074000
8386,Monoprix,US,ConocoPhillips,SPA,3264500,transfer,6075000
2153,Renault,SWI,Nissan,JAP,659322,transfer,6076000
19,Chevron,CHI,Exxon Mobil,FR,2651459,cheque,6077000
876,Tesla,UK,McKesson,GER,6028005,cheque,6078000
8399,ConocoPhillips,SWI,Chevron,GER,5076408,card,6079000
2864,Carrefour,GER,Chevron,GER,9387058,card,6080000
3405,Chevron,JAP,McKesson,CHI,1238963,cheque,6081000
4279,ConocoPhillips,FR,Exxon Mobil,CHI,9749106,card,6082000
9681,Valeo,SP,Chevron,US,4012292,transfer,6083000
899,CapGemini,FR,Valeo,SP,517409,transfer,6084000
6105,Carrefour,CHI,McKesson,SWI,1742718,transfer,6085000
2618,General Motos,ITA,Nissan,CHI,3610437,card,6086000
7682,Chevron,GER,Renault,ITA,8860055,transfer,6087000
6602,CapGemini,GER,Carrefour,FR,1500719,cheque,6088000
3781,ConocoPhillips,JAP,Activision Blizard,GER,488369,transfer,6089000
4861,Exxon Mobil,GER,Exxon Mobil,JAP,8643348,transfer,6090000
2468,Renault,SPA,McKesson,SWI,8765411,cheque,6091000
5670,Renault,JAP,Activision Blizard,JAP,2826332,cheque,6092000
1103,Renault,UK,Carrefour,SPA,5319499,transfer,6093000
5522,General Motos,UK,Activision Blizard,CHI,6392976,card,6094000
5243,Monoprix,SPA,CapGemini,FR,4905108,cheque,6095000
5094,Activision Blizard,ITA,CapGemini,FR,8764112,card,6096000
1222,Valeo,SPA,Nissan,FR,7072616,cheque,6097000
4118,McKesson,JAP,Tesla,CHI,7374425,cheque,6098000
3008,Valeo,SWI,Monoprix,ITA,2440804,cheque,6099000
8618,McKesson,CHI,Chevron,CHI,5934355,transfer,6100000
1924,Chevron,SWI,General Motos,FR,734444,transfer,6101000
5368,General Motos,SP,Valeo,JAP,2674439,cheque,6102000
2149,Carrefour,CHI,ConocoPhillips,GER,5272711,transfer,6103000
5191,General Motos,UK,Tesla,SPA,1933523,transfer,6104000
6504,Monoprix,SP,ConocoPhillips,JAP,7018784,transfer,6105000
9499,Exxon Mobil,GER,CapGemini,FR,3656784,card,6106000
2248,Renault,CHI,Renault,SPA,3035111,card,6107000
5397,Renault,SP,Valeo,ITA,1890108,cheque,6108000
351,Chevron,SWI,Nissan,JAP,2288658,transfer,6109000
1184,Carrefour,SP,Exxon Mobil,FR,100130,transfer,6110000
1611,McKesson,ITA,Carrefour,SP,2719649,transfer,6111000
626,General Motos,US,General Motos,SWI,9112111,card,6112000
6421,Chevron,FR,Nissan,SPA,4608387,cheque,6113000
781,ConocoPhillips,UK,Activision Blizard,ITA,824927,card,6114000
9311,Monoprix,GER,Chevron,UK,6956572,card,6115000
2856,Renault,UK,McKesson,SPA,7759186,card,6116000
5060,Chevron,GER,Carrefour,ITA,557109,cheque,6117000
7811,Tesla,ITA,CapGemini,CHI,1180414,transfer,6118000
1704,Renault,US,Chevron,UK,4107583,transfer,6119000
3240,ConocoPhillips,SP,Monoprix,SWI,806837,cheque,6120000
1902,Carrefour,SWI,Monoprix,SWI,6689980,transfer,6121000
3566,ConocoPhillips,CHI,General Motos,SP,8662041,card,6122000
4986,Exxon Mobil,GER,Valeo,JAP,4933037,cheque,6123000
7057,Chevron,FR,Activision Blizard,SP,2002167,card,6124000
332,Renault,US,McKesson,UK,6492932,card,6125000
2961,McKesson,FR,ConocoPhillips,UK,9877049,cheque,6126000
6764,Monoprix,US,Renault,GER,3941446,cheque,6127000
474,General Motos,FR,ConocoPhillips,UK,3082683,cheque,6128000
5609,ConocoPhillips,CHI,Monoprix,US,8564945,transfer,6129000
6780,Tesla,SWI,General Motos,UK,6503663,cheque,6130000
6170,Nissan,SP,Exxon Mobil,ITA,5179471,cheque,6131000
7908,Activision Blizard,UK,Carrefour,GER,1653342,card,6132000
9753,Exxon Mobil,SPA,McKesson,SWI,3424103,cheque,6133000
4280,Monoprix,GER,Chevron,SWI,7414751,card,6134000
736,Tesla,JAP,Chevron,FR,9378163,transfer,6135000
3145,CapGemini,UK,McKesson,SP,9103448,transfer,6136000
6176,McKesson,ITA,CapGemini,SPA,595868,card,6137000
4211,Exxon Mobil,JAP,Activision Blizard,ITA,6946367,cheque,6138000
7084,ConocoPhillips,UK,ConocoPhillips,ITA,3127672,cheque,6139000
5460,Carrefour,UK,Renault,SPA,2996184,card,6140000
3302,ConocoPhillips,UK,Tesla,FR,1454928,transfer,6141000
7172,McKesson,SPA,General Motos,US,2955148,transfer,6142000
8961,Carrefour,FR,General Motos,JAP,8820203,transfer,6143000
2566,ConocoPhillips,CHI,Nissan,GER,6644550,transfer,6144000
8139,Chevron,GER,Tesla,ITA,3802972,transfer,6145000
8452,McKesson,JAP,General Motos,UK,2760249,card,6146000
85,Nissan,GER,McKesson,FR,1215420,transfer,6147000
9067,Tesla,US,Chevron,FR,1065605,transfer,6148000
5353,Valeo,SPA,Chevron,FR,1014634,transfer,6149000
9569,McKesson,US,Tesla,ITA,3051490,card,6150000
736,Monoprix,SWI,Valeo,ITA,649729,cheque,6151000
9368,Carrefour,SPA,Monoprix,UK,1813105,transfer,6152000
1635,Monoprix,SP,McKesson,SWI,1112390,card,6153000
2041,CapGemini,SPA,Activision Blizard,UK,2268464,transfer,6154000
8580,Chevron,US,CapGemini,FR,6061796,card,6155000
4502,Nissan,FR,Valeo,SPA,4642356,cheque,6156000
587,Monoprix,ITA,Tesla,US,4181438,card,6157000
6181,Tesla,ITA,McKesson,FR,9610428,card,6158000
8242,Chevron,JAP,Exxon Mobil,CHI,9362130,transfer,6159000
2971,Chevron,SPA,McKesson,SPA,7867537,transfer,6160000
8798,McKesson,ITA,McKesson,CHI,3804633,card,6161000
6793,McKesson,JAP,Carrefour,ITA,4313716,card,6162000
1634,Valeo,SP,Carrefour,CHI,1421716,card,6163000
3929,Monoprix,CHI,Tesla,US,8208192,transfer,6164000
1557,Valeo,SP,CapGemini,GER,3011233,transfer,6165000
2686,ConocoPhillips,SWI,Nissan,SWI,70133,transfer,6166000
5822,CapGemini,FR,ConocoPhillips,JAP,4845026,card,6167000
391,General Motos,CHI,Exxon Mobil,UK,6524057,transfer,6168000
8658,Nissan,SPA,Chevron,US,202315,card,6169000
8228,Chevron,SP,Tesla,FR,2025544,cheque,6170000
8924,ConocoPhillips,JAP,Exxon Mobil,US,1570931,transfer,6171000
5274,Valeo,JAP,Monoprix,SWI,720381,cheque,6172000
8366,ConocoPhillips,JAP,Activision Blizard,FR,7416768,card,6173000
9069,McKesson,SWI,Activision Blizard,ITA,6491897,card,6174000
9650,Chevron,SPA,Nissan,US,5755180,cheque,6175000
7518,General Motos,ITA,Monoprix,SWI,1895828,transfer,6176000
2642,McKesson,US,Tesla,SPA,7258046,cheque,6177000
363,McKesson,CHI,General Motos,SWI,416735,card,6178000
2354,ConocoPhillips,SPA,Exxon Mobil,ITA,7284101,card,6179000
5888,Activision Blizard,ITA,Nissan,SP,8246469,card,6180000
7289,Monoprix,US,CapGemini,US,7552446,cheque,6181000
3466,Exxon Mobil,GER,McKesson,US,6940246,transfer,6182000
5925,Valeo,GER,Chevron,CHI,5651685,cheque,6183000
8497,Carrefour,GER,McKesson,SP,7322499,card,6184000
1070,Exxon Mobil,GER,Activision Blizard,CHI,7924290,cheque,6185000
6674,ConocoPhillips,CHI,McKesson,UK,6448371,cheque,6186000
770,Activision Blizard,ITA,McKesson,SP,6180826,card,6187000
4628,Exxon Mobil,ITA,Chevron,FR,6219288,transfer,6188000
2592,Carrefour,SWI,ConocoPhillips,SWI,2533544,transfer,6189000
7414,Exxon Mobil,CHI,Exxon Mobil,JAP,6419525,card,6190000
1589,General Motos,JAP,Monoprix,GER,667385,card,6191000
1019,Valeo,SP,General Motos,SP,4585434,card,6192000
8040,General Motos,GER,Activision Blizard,SP,5809012,transfer,6193000
8399,Carrefour,SWI,Renault,UK,3897317,card,6194000
5245,CapGemini,UK,Valeo,SWI,1755563,cheque,6195000
1496,Carrefour,JAP,McKesson,JAP,4811128,card,6196000
6252,CapGemini,GER,Carrefour,US,111013,transfer,6197000
5881,Activision Blizard,ITA,Monoprix,FR,5392378,cheque,6198000
6033,Chevron,SP,Monoprix,SWI,9572414,transfer,6199000
7222,Renault,SPA,General Motos,FR,1165973,cheque,6200000
6710,McKesson,UK,Valeo,FR,2153728,cheque,6201000
9994,General Motos,ITA,Nissan,UK,6164143,card,6202000
9131,Exxon Mobil,GER,General Motos,US,5959696,transfer,6203000
2834,Tesla,UK,Valeo,GER,7359608,card,6204000
4731,Renault,CHI,Carrefour,SWI,3411067,card,6205000
6460,Exxon Mobil,SPA,Carrefour,ITA,7840988,transfer,6206000
2441,ConocoPhillips,GER,Renault,UK,2333149,transfer,6207000
4119,Tesla,SWI,Valeo,ITA,1059614,cheque,6208000
461,Monoprix,SP,Chevron,SWI,5615403,cheque,6209000
6812,Carrefour,SWI,Carrefour,ITA,2778888,cheque,6210000
95,General Motos,UK,Monoprix,FR,1246643,card,6211000
4383,Carrefour,US,McKesson,SPA,6604811,card,6212000
7717,General Motos,JAP,Valeo,SPA,8318406,cheque,6213000
929,Valeo,FR,Renault,SP,2749681,transfer,6214000
3850,Valeo,US,Renault,US,5173064,cheque,6215000
9253,Renault,FR,Chevron,UK,602264,cheque,6216000
8640,CapGemini,SWI,Tesla,UK,6136296,transfer,6217000
5254,ConocoPhillips,JAP,CapGemini,GER,7069485,card,6218000
2616,Exxon Mobil,JAP,Chevron,JAP,4641992,transfer,6219000
3064,McKesson,SWI,Exxon Mobil,ITA,7894799,transfer,6220000
9102,Monoprix,SWI,General Motos,JAP,7372577,card,6221000
4864,Activision Blizard,CHI,McKesson,ITA,8069451,transfer,6222000
1463,Renault,US,Carrefour,SP,828527,card,6223000
7496,Renault,SPA,ConocoPhillips,FR,419608,transfer,6224000
4905,Exxon Mobil,US,CapGemini,ITA,816385,card,6225000
5371,Renault,FR,Chevron,SWI,6632411,card,6226000
7655,Nissan,SP,Valeo,SP,7121961,transfer,6227000
3973,General Motos,GER,General Motos,SP,8371883,transfer,6228000
800,Exxon Mobil,ITA,Nissan,ITA,803221,cheque,6229000
2230,Nissan,SPA,Activision Blizard,ITA,4406337,card,6230000
2682,Chevron,CHI,McKesson,ITA,8152177,card,6231000
5625,Renault,SP,McKesson,SWI,5969635,transfer,6232000
1335,Monoprix,SP,Chevron,ITA,9952367,cheque,6233000
8557,Monoprix,CHI,Tesla,CHI,181097,cheque,6234000
4941,Carrefour,CHI,Nissan,ITA,8300223,transfer,6235000
1969,Tesla,SP,Renault,SP,4671412,cheque,6236000
7807,Exxon Mobil,ITA,Monoprix,SWI,2363899,transfer,6237000
1465,McKesson,CHI,Nissan,SP,3906938,transfer,6238000
1038,Exxon Mobil,SP,Activision Blizard,JAP,297657,transfer,6239000
4271,Renault,SWI,Renault,US,3213481,card,6240000
5167,Carrefour,JAP,Carrefour,JAP,3644258,transfer,6241000
5410,ConocoPhillips,JAP,Activision Blizard,SWI,4069059,cheque,6242000
8330,Renault,ITA,Renault,ITA,44863,transfer,6243000
9240,Monoprix,UK,Chevron,JAP,7121966,card,6244000
3213,Chevron,SWI,Carrefour,UK,8933485,card,6245000
6231,Exxon Mobil,CHI,General Motos,FR,2480636,transfer,6246000
7486,McKesson,GER,CapGemini,SPA,1754992,card,6247000
258,ConocoPhillips,SWI,Carrefour,JAP,6699275,card,6248000
6371,Exxon Mobil,CHI,Chevron,SWI,9555922,card,6249000
2490,Renault,CHI,Exxon Mobil,FR,8548771,card,6250000
1927,Renault,FR,CapGemini,UK,324764,card,6251000
6198,CapGemini,SPA,Carrefour,GER,8545966,cheque,6252000
5156,Carrefour,SWI,ConocoPhillips,FR,9164531,cheque,6253000
2364,Monoprix,SWI,ConocoPhillips,ITA,8899739,card,6254000
8258,Nissan,SWI,CapGemini,UK,6916056,cheque,6255000
9967,Monoprix,SP,Chevron,CHI,2962985,card,6256000
9704,Activision Blizard,SP,Renault,CHI,5233474,card,6257000
5448,General Motos,UK,Chevron,SP,9983298,cheque,6258000
7278,Nissan,US,McKesson,UK,9380244,cheque,6259000
7774,CapGemini,SP,Monoprix,FR,2197587,card,6260000
2131,Valeo,US,Valeo,GER,3363501,transfer,6261000
